Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition
PRJNA776746,SRR16676491,,RNA-Seq,100,6844249800,SAMN22818727,2143794008,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",436083,GSM5663579,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663579,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676492,,RNA-Seq,100,6823310600,SAMN22818728,2085475314,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",623950,GSM5663578,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663578,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676493,,RNA-Seq,100,2431674900,SAMN22818729,786736343,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",436083,GSM5663577,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663577,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676495,,RNA-Seq,100,3484211100,SAMN22818731,1084896728,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",626776,GSM5663575,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663575,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676497,,RNA-Seq,100,4523625800,SAMN22818733,1447709421,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",440551,GSM5663573,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663573,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676498,,RNA-Seq,100,5998339900,SAMN22818734,1858022723,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",626776,GSM5663572,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663572,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676500,,RNA-Seq,100,8679721400,SAMN22818736,2713630200,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",440551,GSM5663570,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663570,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676501,,RNA-Seq,100,10030993200,SAMN22818737,3160331041,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",440551,GSM5663569,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663569,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676502,,RNA-Seq,100,7838974300,SAMN22818738,2471534604,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",626776,GSM5663568,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663568,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676503,,RNA-Seq,100,4386864200,SAMN22818739,1374554334,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",626776,GSM5663567,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663567,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676504,,RNA-Seq,100,4944541900,SAMN22818740,1563052583,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",440551,GSM5663566,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663566,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676506,,RNA-Seq,100,6486147400,SAMN22818742,2056643834,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",440551,GSM5663564,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663564,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676507,,RNA-Seq,100,4412339600,SAMN22818743,1406587723,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",440551,GSM5663563,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663563,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676509,,RNA-Seq,100,2965093200,SAMN22818745,928435178,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",626776,GSM5663561,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663561,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676510,,RNA-Seq,100,5315259700,SAMN22818746,1724893594,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",440551,GSM5663560,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663560,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676511,,RNA-Seq,100,6855978900,SAMN22818747,2156497613,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",440551,GSM5663559,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663559,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676512,,RNA-Seq,100,3716221200,SAMN22818748,1166019915,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",626776,GSM5663558,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663558,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676513,,RNA-Seq,100,6201293400,SAMN22818749,1952519555,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",440551,GSM5663557,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663557,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676518,,RNA-Seq,100,2681030800,SAMN22818754,831964221,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",672447,GSM5663552,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663552,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676520,,RNA-Seq,100,3517619300,SAMN22818756,1097070711,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",626776,GSM5663550,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663550,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676521,,RNA-Seq,100,6141211100,SAMN22818757,1939511384,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",440551,GSM5663549,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663549,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676522,,RNA-Seq,100,5304334900,SAMN22818758,1645478764,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",626776,GSM5663548,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663548,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676523,,RNA-Seq,100,3926768700,SAMN22818759,1214687594,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",626776,GSM5663547,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663547,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676524,,RNA-Seq,100,6346224100,SAMN22818760,1994886772,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",440551,GSM5663546,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663546,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676525,,RNA-Seq,100,3886756400,SAMN22818761,1224786058,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",440551,GSM5663545,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663545,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676526,,RNA-Seq,100,4271938700,SAMN22818762,1336261915,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",626776,GSM5663544,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663544,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676527,,RNA-Seq,100,7140371800,SAMN22818763,2277739631,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",440551,GSM5663543,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663543,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676528,,RNA-Seq,100,3427084000,SAMN22818764,1068221012,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",626776,GSM5663542,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663542,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676529,,RNA-Seq,100,1847285600,SAMN22818765,577430661,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",626776,GSM5663541,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663541,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676530,,RNA-Seq,100,8252164400,SAMN22818766,2611508740,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",440551,GSM5663540,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663540,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676531,,RNA-Seq,100,3782134600,SAMN22818767,1191980009,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",626776,GSM5663539,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663539,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676532,,RNA-Seq,100,9491061700,SAMN22818768,3009200092,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",440551,GSM5663538,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663538,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676533,,RNA-Seq,100,5392572900,SAMN22818769,1727281122,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",440551,GSM5663537,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663537,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,COPD
PRJNA776746,SRR16676534,,RNA-Seq,100,4217490700,SAMN22818770,1324647285,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",626776,GSM5663536,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663536,Human airway epithelial cells,SRP344018,,control,,,,,4 hr,,,,,,,NHB
PRJNA776746,SRR16676535,,RNA-Seq,100,5240361300,SAMN22818771,1613595938,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",655308,GSM5663535,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663535,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676536,,RNA-Seq,100,6736942900,SAMN22818772,2105518527,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",343179,GSM5663534,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663534,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676537,,RNA-Seq,100,2615259500,SAMN22818773,827408751,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",655308,GSM5663533,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663533,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676538,,RNA-Seq,100,6636329000,SAMN22818774,2106416399,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",343179,GSM5663532,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663532,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676539,,RNA-Seq,100,8033379500,SAMN22818775,2453171632,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",655308,GSM5663531,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663531,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676540,,RNA-Seq,100,4870375700,SAMN22818776,1544459611,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",343179,GSM5663530,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663530,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676541,,RNA-Seq,100,4463016500,SAMN22818777,1364596621,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,gs.US,ncbi.public",655308,GSM5663529,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663529,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676542,,RNA-Seq,100,4718276400,SAMN22818778,1492009788,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663528,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663528,Human airway epithelial cells,SRP344018,,influenza A virus,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676543,,RNA-Seq,100,3787477300,SAMN22818779,1170099668,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",655308,GSM5663527,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663527,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676544,,RNA-Seq,100,4977381200,SAMN22818780,1588101510,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663526,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663526,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676545,,RNA-Seq,100,5392048700,SAMN22818781,1649259456,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",655308,GSM5663525,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663525,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676546,,RNA-Seq,100,5453267500,SAMN22818782,1741541712,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",343179,GSM5663524,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663524,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676547,,RNA-Seq,100,6345820700,SAMN22818783,1927215149,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.US",655308,GSM5663523,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663523,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676548,,RNA-Seq,100,5468664400,SAMN22818784,1760751973,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663522,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663522,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676549,,RNA-Seq,100,5764863600,SAMN22818785,1764826864,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",655308,GSM5663521,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663521,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676550,,RNA-Seq,100,3021081300,SAMN22818786,962060112,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",343179,GSM5663520,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663520,Human airway epithelial cells,SRP344018,,poly_ic,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676551,,RNA-Seq,100,6627765400,SAMN22818787,2041247703,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",655308,GSM5663519,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663519,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676552,,RNA-Seq,100,4862916600,SAMN22818788,1588117410,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",343179,GSM5663518,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663518,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676553,,RNA-Seq,100,5541033600,SAMN22818789,1727168180,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",655308,GSM5663517,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663517,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676554,,RNA-Seq,100,4652225700,SAMN22818790,1480265813,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663516,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663516,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676555,,RNA-Seq,100,7274923400,SAMN22818791,2283796237,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",343179,GSM5663515,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663515,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,COPD
PRJNA776746,SRR16676556,,RNA-Seq,100,5001228600,SAMN22818792,1534326863,Human airway epithelial cells,WYSS INSTITUTE,public,"fastq,sra","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",655308,GSM5663514,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663514,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
PRJNA776746,SRR16676557,,RNA-Seq,100,3585648900,SAMN22818793,1093491636,Human airway epithelial cells,WYSS INSTITUTE,public,"sra,fastq","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",655308,GSM5663513,Illumina NovaSeq 6000,PAIRED,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2022-04-01T00:00:00Z,GSM5663513,Human airway epithelial cells,SRP344018,,control,,,,,18 hr,,,,,,,NHB
