Bioproject,Run,Agent,Assay_Type,AvgSpotLen,Bases,BioSample,Bytes,Cell_type_line,Center_Name,Consent,DATASTORE_filetype,DATASTORE_provider,DATASTORE_region,Experiment,GEO_Accession_exp,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample_Name,Source_Name,SRA_Study,Genotype,Infection,Tissue,iav_strain,Molecule_Subtype,Treatment,treatment_time,Biomaterial_Provider,siRNA,Donor,Post_Preatment,Time_Point,Patient_Number,Condition,X...,Age,Assay.Type,BIOMATERIAL_PROVIDER,BioProject,BioSampleModel,Center.Name,DATASTORE.filetype,DATASTORE.provider,DATASTORE.region,Isolate,Library.Name,create_date,version,Sample.Name,sex,SRA.Study,TISSUE,asthma_status,obesity_status,Collection_Date,gender,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,HOST,Isolation_Source,Lat_Lon,Location,Subject,smoking_status,REPLICATE,samp_mat_process,accession..run.,object_status..run.,study..run.,Source_material_ID,env_broad_scale,env_local_scale,env_medium,AssemblyName,collected_by,fasta_file..run.,Host_age,Host_disease,host_sex,Strain,agent,GEO_Accession..exp.,source_name,infected,Cell_type,infection_status,Group,CONDITION,infection,assay,BioRep,Cell_line,Concentration,rnase,cell,TREATMENT,Timepoint,technology,Hours_post_infection,virus_strain,Passages,viral_strain,merip_antibody,sars.cov.2_infected,molecule_subtype,treatment_timepoint,Culture_Condition
NA,SRR12682144,NA,NA,101,1858195071,SAMN16230136,909507448,NA,NA,public,NA,NA,NA,SRX9162301,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,NA,2020-09-21T10:12:00Z,1,GSM4796120,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796120,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep1,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682145,NA,NA,101,2425773055,SAMN16230135,1210930915,NA,NA,public,NA,NA,NA,SRX9162270,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,fastq,sra","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,NA,2020-09-21T10:14:00Z,1,GSM4796121,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796121,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep1,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682146,NA,NA,101,2028883354,SAMN16230134,991994182,NA,NA,public,NA,NA,NA,SRX9162271,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NA,NA,2020-09-21T10:12:00Z,1,GSM4796122,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796122,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep1,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682147,NA,NA,101,2148253739,SAMN16230133,1053854367,NA,NA,public,NA,NA,NA,SRX9162272,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"sra,fastq,run.zq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,NA,2020-09-21T10:13:00Z,1,GSM4796123,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796123,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep1,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682148,NA,NA,101,2152898022,SAMN16230132,1102279446,NA,NA,public,NA,NA,NA,SRX9162273,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NA,NA,2020-09-21T10:13:00Z,1,GSM4796124,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796124,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep2,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682149,NA,NA,101,2041254642,SAMN16230131,1069363152,NA,NA,public,NA,NA,NA,SRX9162274,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","ncbi,s3,gs","gs.US,ncbi.public,s3.us-east-1",NA,NA,2020-09-21T10:13:00Z,1,GSM4796125,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796125,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep2,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682150,NA,NA,101,1883638991,SAMN16230130,939568061,NA,NA,public,NA,NA,NA,SRX9162275,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,sra,run.zq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,NA,2020-09-21T10:13:00Z,1,GSM4796126,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796126,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep2,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682151,NA,NA,101,2213828393,SAMN16230129,1087088179,NA,NA,public,NA,NA,NA,SRX9162276,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"sra,run.zq,fastq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796127,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796127,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep2,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682152,NA,NA,101,1958610382,SAMN16230128,908474942,NA,NA,public,NA,NA,NA,SRX9162277,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","ncbi,gs,s3","gs.US,ncbi.public,s3.us-east-1",NA,NA,2020-09-21T10:13:00Z,1,GSM4796128,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796128,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep3,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682153,NA,NA,101,1917479748,SAMN16230124,893273276,NA,NA,public,NA,NA,NA,SRX9162278,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,NA,2020-09-21T10:13:00Z,1,GSM4796129,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796129,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep3,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682154,NA,NA,101,1934873261,SAMN16230123,891336205,NA,NA,public,NA,NA,NA,SRX9162279,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,ncbi.public,gs.US",NA,NA,2020-09-21T10:12:00Z,1,GSM4796130,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796130,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep3,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682155,NA,NA,101,1479820387,SAMN16230122,675651502,NA,NA,public,NA,NA,NA,SRX9162280,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,NA,2020-09-21T10:12:00Z,1,GSM4796131,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796131,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep3,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682156,NA,NA,101,2127721045,SAMN16230127,1010064720,NA,NA,public,NA,NA,NA,SRX9162281,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",NA,NA,2020-09-21T10:12:00Z,1,GSM4796132,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796132,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep4,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682157,NA,NA,101,1883653434,SAMN16230126,900876362,NA,NA,public,NA,NA,NA,SRX9162282,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,sra,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,NA,2020-09-21T10:13:00Z,1,GSM4796133,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796133,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep4,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682158,NA,NA,101,1914473988,SAMN16230125,912459033,NA,NA,public,NA,NA,NA,SRX9162283,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:13:00Z,1,GSM4796134,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796134,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep4,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682159,NA,NA,101,1972364865,SAMN16230121,934559115,NA,NA,public,NA,NA,NA,SRX9162284,NA,Illumina HiSeq 2500,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,RNA-Seq,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,NA,2020-09-21T10:13:00Z,1,GSM4796135,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796135,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,mRNA-seq,rep4,Calu-3,MOI 10,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682160,NA,NA,51,1205375514,SAMN16230120,559071223,NA,NA,public,NA,NA,NA,SRX9162285,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796136,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796136,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682161,NA,NA,51,1480458804,SAMN16230119,699377055,NA,NA,public,NA,NA,NA,SRX9162254,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"run.zq,fastq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796137,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796137,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682162,NA,NA,51,1234057251,SAMN16230161,595387863,NA,NA,public,NA,NA,NA,SRX9162255,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",NA,NA,2020-09-21T10:12:00Z,1,GSM4796138,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796138,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682163,NA,NA,51,1211355570,SAMN16230160,557913973,NA,NA,public,NA,NA,NA,SRX9162256,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796139,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796139,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682164,NA,NA,51,1178911563,SAMN16230159,550231601,NA,NA,public,NA,NA,NA,SRX9162257,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"fastq,run.zq,sra","gs,s3,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,NA,2020-09-21T10:12:00Z,1,GSM4796140,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796140,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep2,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682165,NA,NA,51,1388285535,SAMN16230158,674920950,NA,NA,public,NA,NA,NA,SRX9162258,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"fastq,sra,run.zq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,NA,2020-09-21T10:12:00Z,1,GSM4796141,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796141,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep2,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682166,NA,NA,51,1210801863,SAMN16230157,564978700,NA,NA,public,NA,NA,NA,SRX9162259,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 24hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,NA,2020-09-21T10:11:00Z,1,GSM4796142,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796142,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep2,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682167,NA,NA,51,1152488106,SAMN16230156,541669928,NA,NA,public,NA,NA,NA,SRX9162260,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 36hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,NA,2020-09-21T10:11:00Z,1,GSM4796143,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796143,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,RPF-seq,rep2,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682168,NA,NA,51,1201549086,SAMN16230155,552125280,NA,NA,public,NA,NA,NA,SRX9162261,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 12hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796144,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796144,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,QTI-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,SRR12682169,NA,NA,51,1262349348,SAMN16230154,602406383,NA,NA,public,NA,NA,NA,SRX9162262,NA,Illumina HiSeq 2500,SINGLE,other,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2021-07-17T00:00:00Z,NA,NA,NA,NA,NA,NA,NA,NA,"infected\, 16hpi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,OTHER,NA,PRJNA661467,NA,GEO,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",NA,NA,2020-09-21T10:12:00Z,1,GSM4796145,NA,SRP280103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GSM4796145,Epithelial cell in human lung adenocarcinoma,NA,NA,NA,NA,NA,NA,QTI-seq,rep1,Calu-3,MOI 10,5U,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
