"Run","Animal.ID","Assay.Type","AvgSpotLen","Bases","BioProject","BioSample","Bytes","Center.Name","Consent","DATASTORE.filetype","DATASTORE.provider","DATASTORE.region","DPI","Experiment","GEO_Accession..exp.","infection_route","Instrument","LibraryLayout","LibrarySelection","LibrarySource","Organism","Platform","ReleaseDate","create_date","version","Sample.Name","source_name","SRA.Study","status","Tissue","virus_dose","virus","Animal_ID","cc_line","day_post.infection","infection_condtion","Treatment"
"SRR9003653",NA,"RNA-Seq",100,3973189800,"PRJNA540840","SAMN11566387",1843435923,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782624","GSM3745102",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T14:59:00Z",1,"GSM3745102","Liver","SRP194587",NA,"Liver",NA,NA,65851,"CC043/GeniUnc",5,"Mock","mock"
"SRR9003654",NA,"RNA-Seq",100,4638189800,"PRJNA540840","SAMN11566386",1742271769,"GEO","public","fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782625","GSM3745103",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:01:00Z",1,"GSM3745103","Liver","SRP194587",NA,"Liver",NA,NA,1608,"CC043/GeniUnc",5,"Mock","mock"
"SRR9003656",NA,"RNA-Seq",100,4846394900,"PRJNA540840","SAMN11566384",1809278352,"GEO","public","sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782627","GSM3745105",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:03:00Z",1,"GSM3745105","Spleen","SRP194587",NA,"Spleen",NA,NA,65836,"CC043/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003657",NA,"RNA-Seq",100,4305133100,"PRJNA540840","SAMN11566383",1602324984,"GEO","public","run.zq,sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782628","GSM3745106",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:00:00Z",1,"GSM3745106","Spleen","SRP194587",NA,"Spleen",NA,NA,1603,"CC043/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003658",NA,"RNA-Seq",100,3715887200,"PRJNA540840","SAMN11566382",1400932874,"GEO","public","run.zq,sra,fastq","ncbi,gs,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782629","GSM3745107",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T14:59:00Z",1,"GSM3745107","Spleen","SRP194587",NA,"Spleen",NA,NA,65837,"CC043/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003661",NA,"RNA-Seq",100,5018835300,"PRJNA540840","SAMN11566379",1775670696,"GEO","public","run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782632","GSM3745110",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745110","Spleen","SRP194587",NA,"Spleen",NA,NA,65839,"CC043/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003663",NA,"RNA-Seq",100,4575242200,"PRJNA540840","SAMN11566377",1615399026,"GEO","public","sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782634","GSM3745112",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745112","Spleen","SRP194587",NA,"Spleen",NA,NA,65846,"CC043/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003667",NA,"RNA-Seq",100,4241142600,"PRJNA540840","SAMN11566373",1493536100,"GEO","public","sra,run.zq,fastq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782638","GSM3745116",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:01:00Z",1,"GSM3745116","Liver","SRP194587",NA,"Liver",NA,NA,65837,"CC043/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003669",NA,"RNA-Seq",100,3963066200,"PRJNA540840","SAMN11566371",1369335561,"GEO","public","run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782640","GSM3745118",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:00:00Z",1,"GSM3745118","Liver","SRP194587",NA,"Liver",NA,NA,1604,"CC043/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003670",NA,"RNA-Seq",100,4813316900,"PRJNA540840","SAMN11566370",1648799548,"GEO","public","sra,fastq,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782641","GSM3745119",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745119","Liver","SRP194587",NA,"Liver",NA,NA,65839,"CC043/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003671",NA,"RNA-Seq",100,4967116700,"PRJNA540840","SAMN11566415",1699527728,"GEO","public","sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782642","GSM3745120",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745120","Liver","SRP194587",NA,"Liver",NA,NA,65845,"CC043/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003676",NA,"RNA-Seq",100,4591813800,"PRJNA540840","SAMN11566419",1575653444,"GEO","public","run.zq,sra,fastq","s3,ncbi,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782647","GSM3745125",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:01:00Z",1,"GSM3745125","Spleen","SRP194587",NA,"Spleen",NA,NA,1708,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003680",NA,"RNA-Seq",100,6911792200,"PRJNA540840","SAMN11566446",2323478943,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782651","GSM3745129",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:12:00Z",1,"GSM3745129","Spleen","SRP194587",NA,"Spleen",NA,NA,1737,"CC061/GeniUnc",5,"Mock","mock"
"SRR9003682",NA,"RNA-Seq",100,4123339200,"PRJNA540840","SAMN11566444",1362625725,"GEO","public","run.zq,sra,fastq","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782653","GSM3745131",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:02:00Z",1,"GSM3745131","Liver","SRP194587",NA,"Liver",NA,NA,1707,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003683",NA,"RNA-Seq",100,4569939500,"PRJNA540840","SAMN11566443",1495257674,"GEO","public","run.zq,sra,fastq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782654","GSM3745132",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:03:00Z",1,"GSM3745132","Liver","SRP194587",NA,"Liver",NA,NA,1734,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003684",NA,"RNA-Seq",100,4656826800,"PRJNA540840","SAMN11566442",1535467974,"GEO","public","sra,fastq,run.zq","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782655","GSM3745133",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745133","Liver","SRP194587",NA,"Liver",NA,NA,1748,"CC061/GeniUnc",1,"Mock","mock"
"SRR9003687",NA,"RNA-Seq",100,4974394400,"PRJNA540840","SAMN11566439",1677674506,"GEO","public","run.zq,fastq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782658","GSM3745136",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745136","Liver","SRP194587",NA,"Liver",NA,NA,1749,"CC061/GeniUnc",3,"Mock","mock"
"SRR9003691",NA,"RNA-Seq",100,4609413900,"PRJNA540840","SAMN11566435",1552709381,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782662","GSM3745140",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745140","Spleen","SRP194587",NA,"Spleen",NA,NA,1713,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003695",NA,"RNA-Seq",100,4868955800,"PRJNA540840","SAMN11566459",1641885535,"GEO","public","run.zq,sra,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782666","GSM3745144",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745144","Spleen","SRP194587",NA,"Spleen",NA,NA,1733,"CC061/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003697",NA,"RNA-Seq",100,4292936600,"PRJNA540840","SAMN11566457",1460892039,"GEO","public","fastq,sra,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782668","GSM3745146",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745146","Spleen","SRP194587",NA,"Spleen",NA,NA,1706,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003700",NA,"RNA-Seq",100,4013478300,"PRJNA540840","SAMN11566454",1364338430,"GEO","public","run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782671","GSM3745149",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745149","Liver","SRP194587",NA,"Liver",NA,NA,1713,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003702",NA,"RNA-Seq",100,5631449400,"PRJNA540840","SAMN11566452",1923130137,"GEO","public","sra,fastq,run.zq","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782673","GSM3745151",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:10:00Z",1,"GSM3745151","Liver","SRP194587",NA,"Liver",NA,NA,1732,"CC061/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003707",NA,"RNA-Seq",100,3912161600,"PRJNA540840","SAMN11566481",1339524767,"GEO","public","fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782678","GSM3745156",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745156","Liver","SRP194587",NA,"Liver",NA,NA,1728,"CC061/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003710",NA,"RNA-Seq",100,3617023300,"PRJNA540840","SAMN11566447",1430991763,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782681","GSM3745159",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745159","Spleen","SRP194587",NA,"Spleen",NA,NA,1848,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003712",NA,"RNA-Seq",100,4492388500,"PRJNA540840","SAMN11566483",1801608770,"GEO","public","sra,fastq,run.zq","s3,ncbi,gs","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782683","GSM3745161",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745161","Spleen","SRP194587",NA,"Spleen",NA,NA,75699,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003713",NA,"RNA-Seq",100,3531708700,"PRJNA540840","SAMN11566479",1420024230,"GEO","public","fastq,run.zq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782684","GSM3745162",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745162","Spleen","SRP194587",NA,"Spleen",NA,NA,1842,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003716",NA,"RNA-Seq",100,3698099200,"PRJNA540840","SAMN11566476",1478201359,"GEO","public","fastq,run.zq,sra","ncbi,s3,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782687","GSM3745165",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745165","Spleen","SRP194587",NA,"Spleen",NA,NA,75702,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003719",NA,"RNA-Seq",100,3936848600,"PRJNA540840","SAMN11566473",1549145265,"GEO","public","run.zq,sra,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782690","GSM3745168",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745168","Spleen","SRP194587",NA,"Spleen",NA,NA,1859,"CC021/Unc",1,"Mock","mock"
"SRR9003720",NA,"RNA-Seq",100,3979163500,"PRJNA540840","SAMN11566472",1596831285,"GEO","public","fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782691","GSM3745169",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745169","Spleen","SRP194587",NA,"Spleen",NA,NA,1856,"CC021/Unc",1,"Mock","mock"
"SRR9003721",NA,"RNA-Seq",100,4148328800,"PRJNA540840","SAMN11566471",1635812103,"GEO","public","fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782692","GSM3745170",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745170","Spleen","SRP194587",NA,"Spleen",NA,NA,75703,"CC021/Unc",3,"Mock","mock"
"SRR9003722",NA,"RNA-Seq",100,3636954700,"PRJNA540840","SAMN11566470",1463360979,"GEO","public","run.zq,sra,fastq","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782693","GSM3745171",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:05:00Z",1,"GSM3745171","Spleen","SRP194587",NA,"Spleen",NA,NA,1843,"CC021/Unc",3,"Mock","mock"
"SRR9003725",NA,"RNA-Seq",100,3748169200,"PRJNA540840","SAMN11566467",1509898939,"GEO","public","run.zq,fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782696","GSM3745174",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745174","Spleen","SRP194587",NA,"Spleen",NA,NA,75704,"CC021/Unc",5,"Mock","mock"
"SRR9003727",NA,"RNA-Seq",100,4042309300,"PRJNA540840","SAMN11566465",1576210884,"GEO","public","run.zq,fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782698","GSM3745176",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745176","Liver","SRP194587",NA,"Liver",NA,NA,1832,"CC021/Unc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003731",NA,"RNA-Seq",100,4644064600,"PRJNA540840","SAMN11566461",1805086119,"GEO","public","sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782702","GSM3745180",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745180","Liver","SRP194587",NA,"Liver",NA,NA,1842,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003732",NA,"RNA-Seq",100,4563121300,"PRJNA540840","SAMN11566505",1783973869,"GEO","public","sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.US",NA,"SRX5782703","GSM3745181",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745181","Liver","SRP194587",NA,"Liver",NA,NA,1858,"CC021/Unc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003734",NA,"RNA-Seq",100,3558135200,"PRJNA540840","SAMN11566503",1441828838,"GEO","public","sra,run.zq,fastq","s3,gs,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782705","GSM3745183",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745183","Liver","SRP194587",NA,"Liver",NA,NA,75702,"CC021/Unc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003737",NA,"RNA-Seq",100,4287692200,"PRJNA540840","SAMN11566500",1675182260,"GEO","public","run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782708","GSM3745186",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745186","Liver","SRP194587",NA,"Liver",NA,NA,1859,"CC021/Unc",1,"Mock","mock"
"SRR9003739",NA,"RNA-Seq",100,4050229300,"PRJNA540840","SAMN11566498",1614990799,"GEO","public","sra,fastq,run.zq","s3,ncbi,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782710","GSM3745188",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745188","Liver","SRP194587",NA,"Liver",NA,NA,75703,"CC021/Unc",3,"Mock","mock"
"SRR9003744",NA,"RNA-Seq",100,4287914000,"PRJNA540840","SAMN11566493",1728061218,"GEO","public","run.zq,sra,fastq","ncbi,s3,gs","s3.us-east-1,gs.US,ncbi.public",NA,"SRX5782715","GSM3745193",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745193","Liver","SRP194587",NA,"Liver",NA,NA,1844,"CC021/Unc",5,"Mock","mock"
"SRR9003745",NA,"RNA-Seq",100,3678559600,"PRJNA540840","SAMN11566492",1494567835,"GEO","public","fastq,run.zq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782716","GSM3745194",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745194","Spleen","SRP194587",NA,"Spleen",NA,NA,3308,"CC026/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003747",NA,"RNA-Seq",100,4326736700,"PRJNA540840","SAMN11566490",1701690633,"GEO","public","sra,fastq,run.zq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782718","GSM3745196",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:15:00Z",1,"GSM3745196","Spleen","SRP194587",NA,"Spleen",NA,NA,3321,"CC026/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003751",NA,"RNA-Seq",100,3260839100,"PRJNA540840","SAMN11566486",1308591689,"GEO","public","run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782722","GSM3745200",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:07:00Z",1,"GSM3745200","Spleen","SRP194587",NA,"Spleen",NA,NA,3312,"CC026/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003754",NA,"RNA-Seq",100,3428408900,"PRJNA540840","SAMN11566534",1349701506,"GEO","public","sra,fastq,run.zq","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782725","GSM3745203",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:06:00Z",1,"GSM3745203","Spleen","SRP194587",NA,"Spleen",NA,NA,3315,"CC026/GeniUnc",1,"Mock","mock"
"SRR9003757",NA,"RNA-Seq",100,3954069600,"PRJNA540840","SAMN11566531",1552371427,"GEO","public","run.zq,fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",NA,"SRX5782728","GSM3745206",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:08:00Z",1,"GSM3745206","Spleen","SRP194587",NA,"Spleen",NA,NA,3316,"CC026/GeniUnc",3,"Mock","mock"
"SRR9003761",NA,"RNA-Seq",100,5076569100,"PRJNA540840","SAMN11566527",2002836531,"GEO","public","run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782732","GSM3745210",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:13:00Z",1,"GSM3745210","Spleen","SRP194587",NA,"Spleen",NA,NA,3343,"CC026/GeniUnc",5,"Mock","mock"
"SRR9003763",NA,"RNA-Seq",100,6963991200,"PRJNA540840","SAMN11566525",2771464346,"GEO","public","sra,run.zq,fastq","gs,s3,ncbi","gs.US,ncbi.public,s3.us-east-1",NA,"SRX5782734","GSM3745212",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:20:00Z",1,"GSM3745212","Liver","SRP194587",NA,"Liver",NA,NA,3308,"CC026/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003764",NA,"RNA-Seq",100,6731644500,"PRJNA540840","SAMN11566652",2620963758,"GEO","public","run.zq,fastq,sra","s3,ncbi,gs","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782735","GSM3745213",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:17:00Z",1,"GSM3745213","Liver","SRP194587",NA,"Liver",NA,NA,3320,"CC026/GeniUnc",1,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003766",NA,"RNA-Seq",100,4609700700,"PRJNA540840","SAMN11566650",1800039898,"GEO","public","fastq,sra,run.zq","s3,gs,ncbi","gs.US,s3.us-east-1,ncbi.public",NA,"SRX5782737","GSM3745215",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:11:00Z",1,"GSM3745215","Liver","SRP194587",NA,"Liver",NA,NA,3309,"CC026/GeniUnc",3,"MA-EBOV infected","mouse-adapted Ebola virus"
"SRR9003769",NA,"RNA-Seq",100,4180100800,"PRJNA540840","SAMN11566647",1693980094,"GEO","public","sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",NA,"SRX5782740","GSM3745218",NA,"Illumina HiSeq 4000","SINGLE","cDNA","TRANSCRIPTOMIC","Mus musculus","ILLUMINA","2019-12-02T00:00:00Z","2019-05-02T15:09:00Z",1,"GSM3745218","Liver","SRP194587",NA,"Liver",NA,NA,3312,"CC026/GeniUnc",5,"MA-EBOV infected","mouse-adapted Ebola virus"
